country,payment_request,interview_process,job_url,job_title,company_name,job_description,recruiter_email,salary,location,label
India,False,No Interview,http://forms.gle/xyz,Assistant Helper,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7722790731.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Pune,Fake
India,True,No Interview,http://tinyurl.com/digital india hub,Airport Ground Staff,Digital India Hub,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Gurgaon,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/4628,Business Analyst,TCS,We are looking for a skilled Business Analyst to join our team in Bangalore. Minimum 2 years experience required. Apply on our official portal.,careers@tcs.com,Undisclosed,Mumbai,Genuine
India,False,No Interview,http://bit.ly/job667,SMS Sending Job,Global Services,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-6634999135.,recruiter.globalservices@yahoo.co.in,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/8940,HR Executive,Tech Mahindra,Tech Mahindra is hiring for HR Executive. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@techmahindra.com,Undisclosed,Bangalore,Genuine
India,True,No Interview,http://bit.ly/job795,Form Filling Job,DataTech Solutions,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,hr.datatechsolutions@gmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://bit.ly/job979,Form Filling Job,Digital India Hub,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,True,Online Chat,http://adobe-hiring-now.net,Package Handler,Adobe,Immediate visa sponsorship for Package Handler. Pay small administrative fee for visa processing.,hiring@gmail.com,High/Unrealistic,Remote,Fake
Foreign,False,Online Chat,http://netflix-hiring-now.net,Cruise Ship Crew,Netflix,No experience needed. Cruise Ship Crew position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,Singapore,Fake
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/6031,System Analyst,Infosys,Urgent opening for System Analyst at Infosys Noida branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@infosys.com,Undisclosed,Hyderabad,Genuine
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,SMS Sending Job,Smart Work Pvt Ltd,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-8967258664.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Chennai,Fake
Foreign,False,Video Conference x3,https://jobs.google.com,DevOps Engineer,Google,Join our global team as a DevOps Engineer. We prioritize innovation and diversity. Full health benefits included.,careers@google.org,Undisclosed,Sydney,Genuine
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/7920,Sales Manager,Tech Mahindra,We are looking for a skilled Sales Manager to join our team in Gurgaon. Minimum 2 years experience required. Apply on our official portal.,careers@techmahindra.com,Undisclosed,Pune,Genuine
India,True,No Interview,http://tinyurl.com/digital india hub,SMS Sending Job,Digital India Hub,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Video Conference x3,https://jobs.google.com,Product Manager,Google,Google is seeking a talented Product Manager. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@google.com,Undisclosed,San Francisco,Genuine
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/5091,System Analyst,Airtel,Join Airtel as a System Analyst. Work on cutting-edge technologies. Location: Mumbai. Send resume to our official email.,recruitment@airtel.net,Undisclosed,Bangalore,Genuine
India,False,No Interview,http://bit.ly/job287,Airport Ground Staff,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7087669948.,hr.datatechsolutions@gmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,Global Services,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,True,Online Chat,http://microsoft-hiring-now.net,Cruise Ship Crew,Microsoft,Immediate visa sponsorship for Cruise Ship Crew. Pay small administrative fee for visa processing.,employment@microsoft-jobs.com,High/Unrealistic,Berlin,Fake
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,Data Entry Operator,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9871433283.,job.offer123@hotmail.com,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Smart Work Pvt Ltd,Government job backdoor entry. Pay 5000 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Data Entry Operator,Smart Work Pvt Ltd,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://bit.ly/job793,Form Filling Job,Digital India Hub,Direct joining without interview. Salary 25000. Security deposit required for verification.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/9736,Business Analyst,Wipro,Wipro is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@wipro.co.in,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/1536,Software Engineer,Tata Motors,Join Tata Motors as a Software Engineer. Work on cutting-edge technologies. Location: Gurgaon. Send resume to our official email.,hr@tatamotors.co.in,Undisclosed,Mumbai,Genuine
India,True,No Interview,http://tinyurl.com/datatech solutions,Airport Ground Staff,DataTech Solutions,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 2000 for ID card and laptop gate pass.,hr.datatechsolutions@gmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://bit.ly/job825,Form Filling Job,Airport Services,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/9072,Java Developer,TCS,TCS is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@tcs.net,Undisclosed,Bangalore,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/5065,Business Analyst,Tata Motors,Urgent opening for Business Analyst at Tata Motors Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@tatamotors.co.in,Undisclosed,Mumbai,Genuine
India,True,No Interview,http://bit.ly/job319,SMS Sending Job,Global Services,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://bit.ly/job350,Form Filling Job,DataTech Solutions,Urgent hiring for Form Filling Job. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,hr.datatechsolutions@gmail.com,High/Unrealistic,Chennai,Fake
Foreign,True,Online Chat,http://tesla-hiring-now.net,Payment Processor,Tesla,Exciting offer for Payment Processor. We will send you a check for equipment. Deposit the rest to our vendor.,career@yahoo.com,High/Unrealistic,Sydney,Fake
Foreign,False,Video Conference x3,https://jobs.tesla.com,Marketing Director,Tesla,Tesla is seeking a talented Marketing Director. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@tesla.com,Undisclosed,Sydney,Genuine
India,True,No Interview,http://bit.ly/job642,SMS Sending Job,DataTech Solutions,Urgent hiring for SMS Sending Job. 100% genuine. Pay processing charge 2000 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Noida,Fake
India,False,No Interview,http://tinyurl.com/digital india hub,SMS Sending Job,Digital India Hub,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-8006471728.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
Foreign,False,Video Conference x3,https://jobs.amazon.com,DevOps Engineer,Amazon,Amazon is seeking a talented DevOps Engineer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@amazon.org,Undisclosed,Remote,Genuine
India,True,No Interview,http://bit.ly/job466,Assistant Helper,Global Services,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,hr.globalservices@gmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Airport Services,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,hr.airportservices@gmail.com,High/Unrealistic,Chennai,Fake
Foreign,False,Video Conference x3,https://jobs.microsoft.com,Marketing Director,Microsoft,Exciting opportunity for Marketing Director at Microsoft. Remote options available. Competitive compensation package.,careers@microsoft.org,Undisclosed,Singapore,Genuine
India,False,No Interview,http://tinyurl.com/airport services,Data Entry Operator,Airport Services,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-9314588662.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Online Chat,http://netflix-hiring-now.net,Cruise Ship Crew,Netflix,Earn $2000 weekly working from home. We need a Cruise Ship Crew immediately. Shipping supplies included.,employment@netflix-jobs.com,High/Unrealistic,Remote,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/9925,System Analyst,HDFC Bank,Join HDFC Bank as a System Analyst. Work on cutting-edge technologies. Location: Noida. Send resume to our official email.,hr@hdfcbank.co.in,Undisclosed,Hyderabad,Genuine
Foreign,False,Online Chat,http://facebook-hiring-now.net,Package Handler,Facebook,No experience needed. Package Handler position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,False,No Interview,http://bit.ly/job918,Form Filling Job,Digital India Hub,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-8401091936.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/9744,Software Engineer,ICICI Bank,We are looking for a skilled Software Engineer to join our team in Noida. Minimum 2 years experience required. Apply on our official portal.,hr@icicibank.co.in,Undisclosed,Bangalore,Genuine
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/7059,HR Executive,ICICI Bank,Join ICICI Bank as a HR Executive. Work on cutting-edge technologies. Location: Bangalore. Send resume to our official email.,hr@icicibank.co.in,Undisclosed,Pune,Genuine
India,True,No Interview,http://tinyurl.com/global services,Airport Ground Staff,Global Services,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,job.offer123@hotmail.com,High/Unrealistic,Gurgaon,Fake
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,Assistant Helper,Smart Work Pvt Ltd,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9816864262.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Noida,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/3493,System Analyst,TCS,Join TCS as a System Analyst. Work on cutting-edge technologies. Location: Mumbai. Send resume to our official email.,recruitment@tcs.net,Undisclosed,Bangalore,Genuine
Foreign,True,Online Chat,http://microsoft-hiring-now.net,Payment Processor,Microsoft,Immediate visa sponsorship for Payment Processor. Pay small administrative fee for visa processing.,employment@microsoft-jobs.com,High/Unrealistic,New York,Fake
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/9930,Java Developer,Reliance Jio,We are looking for a skilled Java Developer to join our team in Hyderabad. Minimum 2 years experience required. Apply on our official portal.,hr@reliancejio.co.in,Undisclosed,Mumbai,Genuine
Foreign,False,Online Chat,http://google-hiring-now.net,Payment Processor,Google,Earn $2000 weekly working from home. We need a Payment Processor immediately. Shipping supplies included.,hiring@gmail.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Global Services,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,hr.globalservices@gmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Mystery Shopper,Amazon,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,employment@amazon-jobs.com,High/Unrealistic,Remote,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Cruise Ship Crew,Amazon,No experience needed. Cruise Ship Crew position. High pay. Contact us on Telegram for details.,employment@amazon-jobs.com,High/Unrealistic,Berlin,Fake
Foreign,True,Online Chat,http://facebook-hiring-now.net,Cruise Ship Crew,Facebook,Immediate visa sponsorship for Cruise Ship Crew. Pay small administrative fee for visa processing.,employment@facebook-jobs.com,High/Unrealistic,San Francisco,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Form Filling Job,Smart Work Pvt Ltd,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://tinyurl.com/airport services,Form Filling Job,Airport Services,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://tinyurl.com/airport services,Back Office Executive,Airport Services,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Noida,Fake
India,True,No Interview,http://forms.gle/xyz,Captcha Entry Work,Smart Work Pvt Ltd,Government job backdoor entry. Pay 5000 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.microsoft.com,DevOps Engineer,Microsoft,Join our global team as a DevOps Engineer. We prioritize innovation and diversity. Full health benefits included.,careers@microsoft.org,Undisclosed,Sydney,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/4185,HR Executive,Tata Motors,Join Tata Motors as a HR Executive. Work on cutting-edge technologies. Location: Hyderabad. Send resume to our official email.,hr@tatamotors.co.in,Undisclosed,Chennai,Genuine
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,DataTech Solutions,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-9473141966.,hr.datatechsolutions@gmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.netflix.com,Frontend Developer,Netflix,Netflix is seeking a talented Frontend Developer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@netflix.org,Undisclosed,Remote,Genuine
India,True,No Interview,http://tinyurl.com/digital india hub,SMS Sending Job,Digital India Hub,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
Foreign,True,Online Chat,http://facebook-hiring-now.net,Oil Rig Worker,Facebook,Immediate visa sponsorship for Oil Rig Worker. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,London,Fake
Foreign,False,Video Conference x3,https://jobs.microsoft.com,Cloud Architect,Microsoft,Microsoft is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,jobs@microsoft.com,Undisclosed,London,Genuine
Foreign,False,Video Conference x3,https://jobs.microsoft.com,Product Manager,Microsoft,Join our global team as a Product Manager. We prioritize innovation and diversity. Full health benefits included.,jobs@microsoft.com,Undisclosed,San Francisco,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Data Entry Operator,Smart Work Pvt Ltd,Direct joining without interview. Salary 25000. Security deposit required for verification.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Noida,Fake
India,True,No Interview,http://tinyurl.com/airport services,Assistant Helper,Airport Services,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://tinyurl.com/digital india hub,Form Filling Job,Digital India Hub,Pay registration fee of Rs. 500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,False,Online Chat,http://tesla-hiring-now.net,Mystery Shopper,Tesla,Earn $2000 weekly working from home. We need a Mystery Shopper immediately. Shipping supplies included.,hiring@gmail.com,High/Unrealistic,San Francisco,Fake
India,True,No Interview,http://bit.ly/job277,Form Filling Job,Airport Services,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,hr.airportservices@gmail.com,High/Unrealistic,Chennai,Fake
India,False,No Interview,http://tinyurl.com/smart work pvt ltd,Assistant Helper,Smart Work Pvt Ltd,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-7762990771.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://tinyurl.com/global services,Data Entry Operator,Global Services,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,recruiter.globalservices@yahoo.co.in,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Form Filling Job,Smart Work Pvt Ltd,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
India,False,No Interview,http://forms.gle/xyz,Back Office Executive,Smart Work Pvt Ltd,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-7036639602.,job.offer123@hotmail.com,High/Unrealistic,Gurgaon,Fake
India,False,No Interview,http://tinyurl.com/datatech solutions,Airport Ground Staff,DataTech Solutions,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-8648314829.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Pune,Fake
India,False,No Interview,http://bit.ly/job487,Form Filling Job,Global Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9463883090.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
India,False,No Interview,http://tinyurl.com/global services,Airport Ground Staff,Global Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-9291515464.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
Foreign,False,Online Chat,http://netflix-hiring-now.net,Payment Processor,Netflix,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,London,Fake
Foreign,True,Online Chat,http://tesla-hiring-now.net,Cruise Ship Crew,Tesla,Exciting offer for Cruise Ship Crew. We will send you a check for equipment. Deposit the rest to our vendor.,career@yahoo.com,High/Unrealistic,New York,Fake
India,False,No Interview,http://bit.ly/job897,Data Entry Operator,Airport Services,Work from home opportunity. Earn 5000/day daily. No interview needed. Contact via WhatsApp +91-8556713237.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Online Chat,http://google-hiring-now.net,Oil Rig Worker,Google,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,Remote,Fake
Foreign,False,Video Conference x3,https://jobs.adobe.com,DevOps Engineer,Adobe,Adobe is seeking a talented DevOps Engineer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@adobe.org,Undisclosed,London,Genuine
Foreign,False,Online Chat,http://google-hiring-now.net,Payment Processor,Google,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,London,Fake
India,True,No Interview,http://bit.ly/job760,Airport Ground Staff,Smart Work Pvt Ltd,Government job backdoor entry. Pay 1500 for cleaning charges and get appointment letter today.,job.offer123@hotmail.com,High/Unrealistic,Mumbai,Fake
India,True,No Interview,http://bit.ly/job685,Airport Ground Staff,Airport Services,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.reliancejio.com/jobs/3128,Java Developer,Reliance Jio,Urgent opening for Java Developer at Reliance Jio Gurgaon branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@reliancejio.net,Undisclosed,Hyderabad,Genuine
India,True,No Interview,http://tinyurl.com/digital india hub,Airport Ground Staff,Digital India Hub,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/6766,System Analyst,HDFC Bank,We are looking for a skilled System Analyst to join our team in Mumbai. Minimum 2 years experience required. Apply on our official portal.,hr@hdfcbank.co.in,Undisclosed,Mumbai,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Back Office Executive,Smart Work Pvt Ltd,Government job backdoor entry. Pay 5000 for cleaning charges and get appointment letter today.,hr.smartworkpvtltd@gmail.com,High/Unrealistic,Pune,Fake
India,False,No Interview,http://bit.ly/job618,Assistant Helper,Smart Work Pvt Ltd,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-6403282588.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/4116,Data Scientist,Tata Motors,Join Tata Motors as a Data Scientist. Work on cutting-edge technologies. Location: Noida. Send resume to our official email.,hr@tatamotors.co.in,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/4886,Business Analyst,HCL Tech,HCL Tech is hiring for Business Analyst. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@hcltech.co.in,Undisclosed,Chennai,Genuine
India,True,No Interview,http://tinyurl.com/global services,Captcha Entry Work,Global Services,Urgent hiring for Captcha Entry Work. 100% genuine. Pay processing charge 2000 for ID card and laptop gate pass.,hr.globalservices@gmail.com,High/Unrealistic,Gurgaon,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Back Office Executive,DataTech Solutions,Pay registration fee of Rs. 500 to get started. Refundable after first salary.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/1362,Sales Manager,ICICI Bank,Urgent opening for Sales Manager at ICICI Bank Mumbai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@icicibank.co.in,Undisclosed,Noida,Genuine
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/6188,Sales Manager,HDFC Bank,We are looking for a skilled Sales Manager to join our team in Hyderabad. Minimum 2 years experience required. Apply on our official portal.,hr@hdfcbank.co.in,Undisclosed,Hyderabad,Genuine
India,True,No Interview,http://bit.ly/job741,Data Entry Operator,Airport Services,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Chennai,Fake
Foreign,False,Online Chat,http://google-hiring-now.net,Cruise Ship Crew,Google,No experience needed. Cruise Ship Crew position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,False,Aptitude + Technical + HR,https://careers.wipro.com/jobs/6195,Software Engineer,Wipro,Urgent opening for Software Engineer at Wipro Noida branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@wipro.net,Undisclosed,Mumbai,Genuine
India,False,No Interview,http://tinyurl.com/datatech solutions,Form Filling Job,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8825481771.,hr.datatechsolutions@gmail.com,High/Unrealistic,Bangalore,Fake
Foreign,False,Online Chat,http://adobe-hiring-now.net,Payment Processor,Adobe,Earn $2000 weekly working from home. We need a Payment Processor immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,New York,Fake
India,False,No Interview,http://bit.ly/job386,SMS Sending Job,Digital India Hub,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8328344186.,hr.digitalindiahub@gmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://bit.ly/job323,Assistant Helper,Global Services,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://bit.ly/job777,Captcha Entry Work,Global Services,Pay registration fee of Rs. 500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://tinyurl.com/global services,SMS Sending Job,Global Services,Government job backdoor entry. Pay 5000 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Bangalore,Fake
India,True,No Interview,http://tinyurl.com/global services,Captcha Entry Work,Global Services,Pay registration fee of Rs. 999 to get started. Refundable after first salary.,recruiter.globalservices@yahoo.co.in,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/4104,Java Developer,Airtel,Urgent opening for Java Developer at Airtel Mumbai branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,recruitment@airtel.net,Undisclosed,Chennai,Genuine
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Airport Services,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Chennai,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/1233,Data Scientist,Tech Mahindra,We are looking for a skilled Data Scientist to join our team in Noida. Minimum 2 years experience required. Apply on our official portal.,recruitment@techmahindra.net,Undisclosed,Mumbai,Genuine
Foreign,False,Online Chat,http://netflix-hiring-now.net,Mystery Shopper,Netflix,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,employment@netflix-jobs.com,High/Unrealistic,Sydney,Fake
Foreign,False,Video Conference x3,https://jobs.facebook.com,Cloud Architect,Facebook,Facebook is seeking a talented Cloud Architect. Experience with modern tech stack is a plus. Apply via our careers page.,careers@facebook.org,Undisclosed,Singapore,Genuine
Foreign,False,Video Conference x3,https://jobs.salesforce.com,Frontend Developer,Salesforce,Exciting opportunity for Frontend Developer at Salesforce. Remote options available. Competitive compensation package.,careers@salesforce.org,Undisclosed,New York,Genuine
India,True,No Interview,http://forms.gle/xyz,Airport Ground Staff,DataTech Solutions,Government job backdoor entry. Pay 500 for cleaning charges and get appointment letter today.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Chennai,Fake
Foreign,False,Video Conference x3,https://jobs.salesforce.com,Frontend Developer,Salesforce,Exciting opportunity for Frontend Developer at Salesforce. Remote options available. Competitive compensation package.,careers@salesforce.org,Undisclosed,London,Genuine
India,False,No Interview,http://tinyurl.com/datatech solutions,Captcha Entry Work,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-6131925611.,hr.datatechsolutions@gmail.com,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/9010,Java Developer,Tata Motors,Tata Motors is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,recruitment@tatamotors.net,Undisclosed,Hyderabad,Genuine
Foreign,False,Online Chat,http://amazon-hiring-now.net,Payment Processor,Amazon,Earn $2000 weekly working from home. We need a Payment Processor immediately. Shipping supplies included.,hiring@gmail.com,High/Unrealistic,Remote,Fake
India,True,No Interview,http://tinyurl.com/datatech solutions,Data Entry Operator,DataTech Solutions,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://forms.gle/xyz,Data Entry Operator,DataTech Solutions,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,carrer.offer@rediffmail.com,High/Unrealistic,Pune,Fake
